id,college,campus,code,class_num,seperate,major,class_name,prof,grade,day_place,day_1,place_1,day_2,place_2
1514,보건과학대학,서울,KHPM309,0,전공선택,보건정책관리학부,보건경제학 <의료보장론> 선수강,이준협,3(3),화(1-2) 하나과학관 지하 127호,화(1-2),하나과학관,,
1515,사범대학,서울,EDUC200,0,전공선택,교육학과,비교국제교육학(영강) 신임교원 Pey-Yan Liou 교수님의 담당강의입니다,Pey-Yan Liou,3(3),화(1-2) 교육관 407호,화(1-2),운초우선교육관,,
1516,사범대학,서울,EDUC221,0,전공필수,교육학과,교육과정,홍후조,3(3),화(6-8) 교육관 504호,화(6-8),운초우선교육관,,
1517,사범대학,서울,EDUC225,0,전공필수,교육학과,교육공학 SK미래관 B140 에서 강의진행,고유정,3(3),월(5) 교육관 501호 수(5) 교육관 501호,월(5),운초우선교육관,수(5),운초우선교육관
1518,사범대학,서울,EDUC230,0,전공필수,교육학과,특수교육학개론,심성용,3(3),금(5-6) 교육관 302호,금(5-6),운초우선교육관,,
1519,사범대학,서울,EDUC241,0,전공선택,교육학과,평생교육개론,조대연,3(3),월(6-8) 교육관 506호,월(6-8),운초우선교육관,,
1520,사범대학,서울,EDUC251,0,전공선택,교육학과,교육학강독,한용진,3(3),화(5) 교육관 303호 목(5) 교육관 303호,화(5),운초우선교육관,목(5),운초우선교육관
1521,사범대학,서울,EDUC263,0,전공선택,교육학과,고등교육조직혁신과질관리,변기용,3(3),월(3-4) 교육관 302호 수(3-4) 교육관 302호,월(3-4),운초우선교육관,수(3-4),운초우선교육관
1522,사범대학,서울,KLLE201,0,전공필수,국어교육과,한국문학의이해,이창희,3(3),월(6) 교육관 204호 수(6) 교육관 204호,월(6),운초우선교육관,수(6),운초우선교육관
1523,사범대학,서울,KLLE203,0,전공선택,국어교육과,현대시선독,고형진,3(3),화(2) 교육관 302호 목(2) 교육관 302호,화(2),운초우선교육관,목(2),운초우선교육관
1524,사범대학,서울,KLLE205,0,전공선택,국어교육과,소설교육론,고지혜,3(3),월(2) 교육관 102호 수(2) 교육관 102호,월(2),운초우선교육관,수(2),운초우선교육관
1525,사범대학,서울,KLLE209,0,전공선택,국어교육과,독서교육론,이순영,3(3),월(5) 교육관 304호 수(5) 교육관 304호,월(5),운초우선교육관,수(5),운초우선교육관
1526,사범대학,서울,KLLE213,0,전공필수,국어교육과,국어교과논리및논술,정재림,2(2),수(7-8) 교육관 504호,수(7-8),운초우선교육관,,
1527,사범대학,서울,KLLE215,0,전공선택,국어교육과,국어음운론,이규범,3(3),화(1) 교육관 501호 목(1) 교육관 501호,화(1),운초우선교육관,목(1),운초우선교육관
1528,사범대학,서울,KLLE255,0,전공필수,국어교육과,국어교과교육론,정재림,3(3),월(3-4) 교육관 504호 수(3-4) 교육관 504호,월(3-4),운초우선교육관,수(3-4),운초우선교육관
1529,보건과학대학,서울,BSMS203,0,전공선택,바이오시스템의과학부,의생명과학실험I(영강) 바이오시스템의과학부생 대상강좌,박제원,3(6),월(5-9) 하나과학관 157호,월(5-9),하나과학관,,
1530,보건과학대학,서울,BSMS205,0,전공선택,바이오시스템의과학부,유전학(영강) 바이오시스템의과학부생 대상강좌,안준용,3(3),월(6) 하나과학관 지하 128호 수(6) 하나과학관 지하 128호,월(6),하나과학관,수(6),하나과학관
1531,보건과학대학,서울,BSMS207,0,전공선택,바이오시스템의과학부,미생물학(영강) 바이오시스템의과학부생 대상강좌,이하나,3(3),화(2) 하나과학관 지하 128호 목(2) 하나과학관 지하 128호,화(2),하나과학관,목(2),하나과학관
1532,보건과학대학,서울,BSMS211,0,전공선택,바이오시스템의과학부,분자생물학,백아름,3(3),화(1) 하나과학관 지하 109호 목(1) 하나과학관 지하 109호,화(1),하나과학관,목(1),하나과학관
1533,보건과학대학,서울,BSMS301,0,전공선택,바이오시스템의과학부,면역학,임영희,3(3),월(2) 하나과학관 지하 118호 수(2) 하나과학관 지하 118호,월(2),하나과학관,수(2),하나과학관
1534,보건과학대학,서울,BSMS303,0,전공선택,바이오시스템의과학부,인간발생학,최승철,3(3),화(2) 하나과학관 지하 110호 금(2) 하나과학관 지하 110호,화(2),하나과학관,금(2),하나과학관
1535,보건과학대학,서울,BSMS305,0,전공선택,바이오시스템의과학부,줄기세포생물학(영강),홍성회,3(3),화(5) 하나과학관 지하 111호 수(5) 하나과학관 지하 111호,화(5),하나과학관,수(5),하나과학관
1536,보건과학대학,서울,KHES213,0,전공선택,보건환경융합과학부,산업보건학,양홍석,3(3),목(1-2) 하나과학관 109호,목(1-2),하나과학관,,
1537,보건과학대학,서울,KHES215,0,전공선택,보건환경융합과학부,환경보건학,문경환,3(3),화(2) 하나과학관 지하 131호 목(2) 하나과학관 지하 131호,화(2),하나과학관,목(2),하나과학관
1538,보건과학대학,서울,KHES221,0,전공선택,보건환경융합과학부,보건환경생화학,김성욱,3(3),화(5) 하나과학관 지하 128호 목(5) 하나과학관 지하 128호,화(5),하나과학관,목(5),하나과학관
1539,보건과학대학,서울,KHES225,0,전공선택,보건환경융합과학부,진단화학및실험,김진관,3(4),금(4-6) 하나과학관 지하 128호,금(4-6),하나과학관,,
1540,보건과학대학,서울,KHES227,0,전공선택,보건환경융합과학부,방사선과학,김정민,3(3),수(1-2) 하나과학관 지하 131호,수(1-2),하나과학관,,
1541,보건과학대학,서울,KHES233,0,전공선택,보건환경융합과학부,의학용어(영강),김형동,3(3),화(1-2) 아산이학관 536호,화(1-2),아산이학관,,
1542,보건과학대학,서울,KHES234,0,전공선택,보건환경융합과학부,공중보건학,김승철,3(3),금(1-2) 하나과학관 지하 131호,금(1-2),하나과학관,,
1543,보건과학대학,서울,KHES235,0,전공선택,보건환경융합과학부,보건자료처리,최병걸,3(3),금(1-2) 하나과학관 지하 125호,금(1-2),하나과학관,,
1544,보건과학대학,서울,BMED211,1,전공선택,바이오의공학부,생체역학(영강),정아람 최연호,3(3),화(2) 하나과학관 지하 206호 목(2) 하나과학관 지하 206호,화(2),하나과학관,목(2),하나과학관
1545,보건과학대학,서울,BMED215,1,전공필수,바이오의공학부,해부학,전용혁,3(3),월(1) 하나과학관 101호 수(1) 하나과학관 101호,월(1),하나과학관,수(1),하나과학관
1546,보건과학대학,서울,BMED217,1,전공필수,바이오의공학부,회로이론(영강) 생체의공학과바이오의공학부만 수강,염정열,3(3),화(6) 하나과학관 지하 131호 목(6) 하나과학관 지하 131호,화(6),하나과학관,목(6),하나과학관
1547,보건과학대학,서울,BMED219,1,전공선택,바이오의공학부,유기화학(영강),최연호,3(3),월(2) 하나과학관 지하 215호 수(2) 하나과학관 지하 215호,월(2),하나과학관,수(2),하나과학관
1548,보건과학대학,서울,BMED223,1,전공필수,바이오의공학부,의공학프로그래밍(영강),구자현,3(3),금(2-4) 아산이학관 230호,금(2-4),아산이학관,,
1549,보건과학대학,서울,BMED301,1,전공선택,바이오의공학부,생화학,윤대성,3(3),금(5-6) 하나과학관 102호,금(5-6),하나과학관,,
1550,보건과학대학,서울,BMED303,1,전공선택,바이오의공학부,분자생물학,윤대성,3(3),화(5) 하나과학관 지하 106호 목(5) 하나과학관 지하 106호,화(5),하나과학관,목(5),하나과학관
1551,사범대학,서울,HEED213,0,전공선택,가정교육과,청년발달,임정하,3(3),화(2) 교육관 307호 목(2) 교육관 307호,화(2),운초우선교육관,목(2),운초우선교육관
1552,사범대학,서울,HEED233,0,전공선택,가정교육과,의복구성의원리,이혜원,3(4),수(5-7) 사대신관 323호,수(5-7),사범대학신관,,
1553,사범대학,서울,HEED251,0,전공선택,가정교육과,식품학(영강) [1학년 수강불가],김유경,2(2),월(3-4) 교육관 406호,월(3-4),운초우선교육관,,
1554,사범대학,서울,HEED253,0,전공선택,가정교육과,식품학실험 [1학년 수강불가 타전공생 수강불가],김유경,1(2),수(3-4) 교육관 406호,수(3-4),운초우선교육관,,
1555,사범대학,서울,HEED284,0,전공선택,가정교육과,영양학 [1학년 수강불가],한정순,3(3),월(2) 교육관 103호 수(2) 교육관 103호,월(2),운초우선교육관,수(2),운초우선교육관
1556,사범대학,서울,HEED288,0,전공선택,가정교육과,청년리더세미나및실습,김은아,3(4),월(5-7) 교육관 403호,월(5-7),운초우선교육관,,
1557,사범대학,서울,HEED305,0,전공필수,가정교육과,가정교과교육론 [수강대상: 가정교육과 3학년],유세종,3(3),목(8-10) 교육관 403호,미정,운초우선교육관,,
1558,사범대학,서울,HEED321,0,전공필수,가정교육과,가정경영학의이해,천현진,3(3),화(3-4) 교육관 103호 목(4) 교육관 103호,화(3-4),운초우선교육관,목(4),운초우선교육관
1559,사범대학,서울,HEED337,0,전공선택,가정교육과,패션산업구조(영강),엄효진,3(3),월(6) 교육관 104호 수(6) 교육관 104호,월(6),운초우선교육관,수(6),운초우선교육관
1560,1학년세미나,서울,GEKS005,DD,교양,교양교육원,1학년세미나Ⅰ 불어불문학과,손주경,1(1),미정,미정,미정,,
1561,1학년세미나,서울,GEKS005,DE,교양,교양교육원,1학년세미나Ⅰ 불어불문학과,조재룡,1(1),미정,미정,미정,,
1562,1학년세미나,서울,GEKS005,DF,교양,교양교육원,1학년세미나Ⅰ 불어불문학과,지영래,1(1),미정,미정,미정,,
1563,1학년세미나,서울,GEKS005,DG,교양,교양교육원,1학년세미나Ⅰ 불어불문학과,이순희,1(1),미정,미정,미정,,
1564,1학년세미나,서울,GEKS005,DH,교양,교양교육원,1학년세미나Ⅰ 중어중문학과,권혁준,1(1),미정,미정,미정,,
1565,1학년세미나,서울,GEKS005,DI,교양,교양교육원,1학년세미나Ⅰ 중어중문학과,장동천,1(1),미정,미정,미정,,
1566,1학년세미나,서울,GEKS005,DJ,교양,교양교육원,1학년세미나Ⅰ 중어중문학과,조동매,1(1),미정,미정,미정,,
1567,보건과학대학,서울,KHRS408,0,전공선택,방사선학과,방사선과학세미나,최윤석,3(4),목(1-3) 하나과학관 지하 106호,목(1-3),하나과학관,,
1568,ACADEMIC ENGLISH,서울,IFLS011,D8,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Karl M. Johnson,1(2),월(4) 국제관 413호 수(4) 국제관 413호,월(4),국제관,수(4),국제관
1569,ACADEMIC ENGLISH,서울,IFLS011,D9,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Rockwell H. Stewart,1(2),월(1) 국제관 407A호 수(1) 국제관 407A호,월(1),국제관,수(1),국제관
1570,ACADEMIC ENGLISH,서울,IFLS011,E0,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),월쉬널래그첸드라베단,1(2),화(2) 국제관 317호 목(2) 국제관 317호,화(2),국제관,목(2),국제관
1571,ACADEMIC ENGLISH,서울,IFLS011,E1,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Alexander Vos,1(2),화(3) 국제관 414호 목(3) 국제관 414호,화(3),국제관,목(3),국제관
1572,ACADEMIC ENGLISH,서울,IFLS011,E2,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Rockwell H. Stewart,1(2),월(3) 국제관 407A호 수(3) 국제관 407A호,월(3),국제관,수(3),국제관
1573,ACADEMIC ENGLISH,서울,IFLS011,E3,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Rockwell H. Stewart,1(2),월(2) 국제관 407A호 수(2) 국제관 407A호,월(2),국제관,수(2),국제관
1574,ACADEMIC ENGLISH,서울,IFLS011,E4,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Rockwell H. Stewart,1(2),월(4) 국제관 108A호 수(4) 국제관 108A호,월(4),국제관,수(4),국제관
1575,ACADEMIC ENGLISH,서울,IFLS011,E5,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),잼버졸탄폴,1(2),화(2) 국제관 512A호 목(2) 국제관 512A호,화(2),국제관,목(2),국제관
1576,자유정의진리,서울,GELI003,B2,교양,교양교육원,자유정의진리I (외국인반중급)-신입생 우선 수강신청,류선숙,3(3),월(2) 교양관 313호 수(2) 교양관 313호,월(2),교양관,수(2),교양관
1577,자유정의진리,서울,GELI003,C1,교양,교양교육원,자유정의진리I (외국인반고급)-신입생 우선 수강신청,이연정,3(3),화(3-4) 교양관 313호 목(3-4) 교양관 313호,화(3-4),교양관,목(3-4),교양관
1578,자유정의진리,서울,GELI003,C2,교양,교양교육원,자유정의진리I (외국인반고급)-신입생 우선 수강신청,이연정,3(3),화(5) 교양관 312호 목(5) 교양관 312호,화(5),교양관,목(5),교양관
1579,자유정의진리,서울,GELI003,C3,교양,교양교육원,자유정의진리I (외국인반고급)-신입생 우선 수강신청,김지혜,3(3),월(2) 교양관 312호 수(2) 교양관 312호,월(2),교양관,수(2),교양관
1580,자유정의진리,서울,GELI003,C4,교양,교양교육원,자유정의진리I (외국인반고급)-신입생 우선 수강신청,류선숙,3(3),월(5) 교양관 313호 수(5) 교양관 313호,월(5),교양관,수(5),교양관
1581,전공관련교양,서울,HOEW153,7,교양,사학과,동아시아사의재조명,박시현,3(3),화(7-8) 서관 401호 목(7-8) 서관 401호,화(7-8),서관,목(7-8),서관
1582,전공관련교양,서울,HOEW154,1,교양,사학과,새로보는서양의역사,신명주,3(3),월(3-4) 법학관신관 206호 수(3-4) 법학관신관 206호,월(3-4),법학관신관,수(3-4),법학관신관
1583,전공관련교양,서울,HOEW154,2,교양,사학과,새로보는서양의역사,정재현,3(3),월(7-8) 서관 317호 수(7-8) 서관 317호,월(7-8),서관,수(7-8),서관
1584,전공관련교양,서울,HOEW154,3,교양,사학과,새로보는서양의역사,차승현,3(3),화(3-4) L-P 107호 목(3-4) L-P 107호,화(3-4),LG포스코경영관,목(3-4),LG포스코경영관
1585,전공관련교양,서울,HOEW155,0,교양,사학과,중국의역사와인물,김호,3(3),월(3-4) 법학관신관 204호 수(3-4) 법학관신관 204호,월(3-4),법학관신관,수(3-4),법학관신관
1586,전공관련교양,서울,HOEW156,0,교양,사학과,중국근현대의개혁과혁명,이호현,3(3),금(2-4) 교양관 210호,금(2-4),교양관,,
1587,전공관련교양,서울,HOKA156,1,교양,한국사학과,한국사개론 (담당교수 변경/2.20),김창현,3(3),월(3-4) 교양관 304호 수(3-4) 교양관 304호,월(3-4),교양관,수(3-4),교양관
1588,선택교양,서울,PHEK120,2,교양,체육교육과,배드민턴 체육교육과 수강금지/수업장소: 화정체육관(보조경기장),정연길,1(2),수(1-2),수(1-2),미정,,
1589,선택교양,서울,PHEK120,3,교양,체육교육과,배드민턴 체육교육과 수강금지/수업장소: 화정체육관(보조경기장),정연길,1(2),수(3-4),수(3-4),미정,,
1590,선택교양,서울,PHEK120,4,교양,체육교육과,배드민턴 체육교육과 수강금지/수업장소: 체육생활관,양재혁,1(2),목(3-4),목(3-4),미정,,
1591,선택교양,서울,PHEK123,1,교양,체육교육과,요가 수업장소: 화정체육관(에어로빅실),오민경,1(2),월(3-4),월(3-4),미정,,
1592,선택교양,서울,PHEK123,2,교양,체육교육과,요가 수업장소: 화정체육관(에어로빅실),오민경,1(2),월(5-6),월(5-6),미정,,
1593,선택교양,서울,PHEK123,3,교양,체육교육과,요가 수업장소: 체육생활관(무용실),유지은,1(2),월(1-2),월(1-2),미정,,
1594,선택교양,서울,PHEK123,4,교양,체육교육과,요가 수업장소: 체육생활관(무용실),유지은,1(2),화(1-2),화(1-2),미정,,
