id,college,campus,code,class_num,seperate,major,class_name,prof,grade,day_place,day_1,place_1,day_2,place_2
2222,문과대학,서울,FRAN339,0,전공선택,불어불문학과,프랑스시와번역,손주경,3(3),화(6) 서관 317호 목(6) 서관 317호,화(6),서관,목(6),서관
2223,선택교양,서울,SPFL131,G1,교양,교양교육원,심화글쓰기 외국인반(고급),박정은,2(3),월(3-4) 교양관 208호 수(3-4) 교양관 208호,월(3-4),교양관,수(3-4),교양관
2224,선택교양,서울,SPFL131,G2,교양,교양교육원,심화글쓰기 외국인반(고급) [강의실: SK미래관 504호],박정은,2(3),월(6)  수(6),월(6),미정,수(6),미정
2225,선택교양,서울,SPFL131,G3,교양,교양교육원,심화글쓰기 외국인반(고급),곽새롬,2(3),화(6) 교양관 208호 목(6) 교양관 208호,화(6),교양관,목(6),교양관
2226,선택교양,서울,SPGE107,0,교양,교양교육원,낭만파음악산책,옥상훈,2(2),수(1-2) 교양관 204호,수(1-2),교양관,,
2227,선택교양,서울,SPGE108,0,교양,교양교육원,판소리의이해,박인혜,2(2),수(3-4) 교양관 105호,수(3-4),교양관,,
2228,선택교양,서울,SPGE112,0,교양,교양교육원,기초음악이론,류경선,2(2),월(3-4) 교양관 606호,월(3-4),교양관,,
2229,선택교양,서울,SPGE129,0,교양,교양교육원,사회봉사의이론과실제,변민수,2(2),월(7-8) 교양관 105호,월(7-8),교양관,,
2230,선택교양,서울,SPGE166,0,교양,교양교육원,기초음악작곡법,류경선,3(3),월(2) 교양관 606호 수(2) 교양관 606호,월(2),교양관,수(2),교양관
2231,선택교양,서울,SPGE176,0,교양,교양교육원,한국의역사와문화(영강) 외국인/재외국민/순수정원외 입학유형만 수강,김성남,3(3),수(3-4) 교양관 602호 금(3-4) 교양관 602호,수(3-4),교양관,금(3-4),교양관
2232,1학년세미나,서울,GEKS005,FN,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,김병곤,1(1),미정,미정,미정,,
2233,1학년세미나,서울,GEKS005,FO,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,이내영,1(1),미정,미정,미정,,
2234,1학년세미나,서울,GEKS005,FP,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,이신화,1(1),미정,미정,미정,,
2235,1학년세미나,서울,GEKS005,FQ,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,박홍규,1(1),미정,미정,미정,,
2236,1학년세미나,서울,GEKS005,FR,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,이동선,1(1),미정,미정,미정,,
2237,1학년세미나,서울,GEKS005,FS,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,이용욱,1(1),미정,미정,미정,,
2238,1학년세미나,서울,GEKS005,FT,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,주형민,1(1),미정,미정,미정,,
2239,1학년세미나,서울,GEKS005,FU,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,정재관,1(1),미정,미정,미정,,
2240,1학년세미나,서울,GEKS005,FV,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,신재혁,1(1),미정,미정,미정,,
2241,문과대학,서울,EMLA214,0,전공선택,EML융합전공,기초스페인어,조혜진,3(3),월(6) 교양관 207호 수(6) 교양관 207호,월(6),교양관,수(6),교양관
2242,디자인조형학부,서울,ARDE200,1,전공필수,디자인조형학부,2D기초조형 (융합전공자 수강신청은 수강정정기간부터 가능),이종민,3(4),수(5-7) 미디어관 802B호,수(5-7),미디어관,,
2243,문과대학,서울,COLA200,1,전공선택,문과대학,인문융합세미나 (문과대 1소속자만 수강가능이중/복수/부전공수강불가문과대 홈페이지공지 필수확인),권보드래 이관수,3(3),월(6-8) 서관 223호,월(6-8),서관,,
2244,국제학부,서울,GLKS201,0,전공필수,GKS 융합전공,"서울의이해 GKS 융합전공생만 수강
강의실 : 국제관 321호",박은숙,3(3),월(6) 수(6),월(6),미정,수(6),미정
2245,공과대학,서울,CHBE207,1,전공필수,화공생명공학과,물리화학,안동준,3(3),화(2) 신공학관B105호 목(2) 신공학관B105호,화(2),신공학관,목(2),신공학관
2246,국제학부,서울,DISS112,0,전공선택,국제학부,조사방법론(영강),오정훈,3(3),월(2) 국제관 215호 수(2) 국제관 215호,월(2),국제관,수(2),국제관
2247,공과대학,서울,TEEN301,0,전공필수,기술창업융합전공,혁신성장미래트렌드,한관수,3(3),목(2-4) 과도관 310호,목(2-4),과학도서관,,
2248,공과대학,서울,ARCH205,0,전공선택,건축학과,건축과도시의이해 (김성훈),김성훈,3(3),목(1-2) 하나과학관 102호,목(1-2),하나과학관,,
2249,문과대학,서울,RUSS257,0,전공선택,노어노문학과,러시아정교와사상,임혜영,3(3),화(5) 미디어관 309호 목(5) 미디어관 309호,화(5),미디어관,목(5),미디어관
2250,문과대학,서울,RUSS259,0,전공선택,노어노문학과,러시아역사세미나,김주연,3(3),화(3-4) 교육관 313호 목(3-4) 교육관 313호,화(3-4),운초우선교육관,목(3-4),운초우선교육관
2251,문과대학,서울,RUSS331,0,전공선택,노어노문학과,러시아문학강독과번역I,김혜란,3(3),화(6) 교육관 305호 목(6) 교육관 305호,화(6),운초우선교육관,목(6),운초우선교육관
2252,문과대학,서울,RUSS363,0,전공선택,노어노문학과,고급러시아어회화I(외국어강의),Valentina A Bojko,2(2),화(4) 교육관 406A호 목(4) 교육관 406A호,화(4),운초우선교육관,목(4),운초우선교육관
2253,문과대학,서울,RUSS369,0,전공필수,노어노문학과,러시아사회의이해,허승철,3(3),화(2) 서관 316B호 목(2) 서관 316B호,화(2),서관,목(2),서관
2254,문과대학,서울,RUSS370,0,전공선택,노어노문학과,러시아문학사I,최정현,3(3),수(1) 교육관 104호 금(1) 교육관 104호,수(1),운초우선교육관,금(1),운초우선교육관
2255,문과대학,서울,RUSS373,1,전공필수,노어노문학과,고급러시아어I(외국어강의),김진규,3(3),수(6) 서관 403호 금(6) 서관 403호,수(6),서관,금(6),서관
2256,문과대학,서울,HOEW403,0,전공선택,사학과,인도사,조길태,3(3),월(1) 법학관구관 206호 수(1) 법학관구관 206호,월(1),법학관구관,수(1),법학관구관
2257,문과대학,서울,HOEW409,0,전공선택,사학과,동아시아현대사,박상수,3(3),화(5) 서관 315호 목(5) 서관 315호,화(5),서관,목(5),서관
2258,문과대학,서울,HOEW411,0,전공선택,사학과,중세교회와세속문화,홍용진,3(3),화(2) 사대본관 113호 목(2) 사대본관 113호,화(2),사범대학본관,목(2),사범대학본관
2259,문과대학,서울,HOEW417,0,전공선택,사학과,서양의자본주의와제국주의,민경현,3(3),금(2-4) 서관 315호,금(2-4),서관,,
2260,문과대학,서울,HOEW421,0,전공선택,사학과,중국사특강Ⅰ(외국어강의),김준,3(3),금(2-4) 서관 401호,금(2-4),서관,,
2261,문과대학,서울,HOEW450,0,전공선택,사학과,중국문화사(영강),손경탁,3(3),화(3-4) 법학관신관 209호 목(3-4) 법학관신관 209호,화(3-4),법학관신관,목(3-4),법학관신관
2262,문과대학,서울,KORE217,0,전공선택,국어국문학과,구비문학론,김혜정,3(3),월(5) 법학관구관 B101호 수(5) 법학관구관 B101호,월(5),법학관구관,수(5),법학관구관
2263,문과대학,서울,KORE219,0,전공선택,국어국문학과,고전소설론,엄태웅,3(3),화(2) 정경관 506호 목(2) 정경관 506호,화(2),정경관,목(2),정경관
2264,문과대학,서울,KORE223,1,전공선택,국어국문학과,현대소설론,강헌국,3(3),월(2) 서관 215호 수(2) 서관 215호,월(2),서관,수(2),서관
2265,문과대학,서울,KORE223,2,전공선택,국어국문학과,현대소설론 (GKS 융합전공자만 수강),박헌호,3(3),월(2) 교양관 105호 수(2) 교양관 105호,월(2),교양관,수(2),교양관
2266,문과대학,서울,KORE227,0,전공선택,국어국문학과,국어교과교육론,안찬원,3(3),화(7-9) 서관 316B호,화(7-9),서관,,
2267,문과대학,서울,KORE228,0,전공선택,국어국문학과,국어교과교재연구및지도법,안찬원,2(2),수(7-8) 서관 224A호,수(7-8),서관,,
2268,문과대학,서울,KORE231,0,전공선택,국어국문학과,한국어음운의이해,조민하,3(3),화(2) 교양관 406호 목(2) 교양관 406호,화(2),교양관,목(2),교양관
2269,문과대학,서울,GERM351,2,전공필수,독어독문학과,독어 CEFR B I-I(외국어강의) 독문과 19학번 끝자리 짝수 IFLS324-02 독일어CEFR(AII-I)세트,Malte Kelpin,3(3),수(2) 국제관 318호 금(2) 국제관 318호,수(2),국제관,금(2),국제관
2270,문과대학,서울,GERM367,0,전공선택,독어독문학과,독일어작문(외국어강의),Christoph Seifener,3(3),화(3-4) 서관 316A호 목(3-4) 서관 316A호,화(3-4),서관,목(3-4),서관
2271,문과대학,서울,GERM371,0,전공선택,독어독문학과,독일지역학,이은희,3(3),화(1) 서관 314A호 목(1) 서관 314A호,화(1),서관,목(1),서관
2272,문과대학,서울,GERM411,0,전공선택,독어독문학과,독일현대연극(외국어강의),Christoph Seifener,3(3),화(2) 서관 316A호 목(2) 서관 316A호,화(2),서관,목(2),서관
2273,문과대학,서울,GERM431,0,전공선택,독어독문학과,시사번역,김인순,3(3),월(2) 서관 224A호 수(2) 서관 224A호,월(2),서관,수(2),서관
2274,문과대학,서울,GERM453,0,전공선택,독어독문학과,한독문화비교(외국어강의),한운석,3(3),화(6) 서관 404호 목(6) 서관 404호,화(6),서관,목(6),서관
2275,문과대학,서울,GERM461,0,전공선택,독어독문학과,통일전후의독일문화,이은희,3(3),화(3-4) 서관 314A호 목(3-4) 서관 314A호,화(3-4),서관,목(3-4),서관
2276,전공관련교양,서울,JURA150,5,교양,법학전문대학원,법학통론,남중권,3(3),화(2) 법학관신관 201호 목(2) 법학관신관 201호,화(2),법학관신관,목(2),법학관신관
2277,전공관련교양,서울,KHPM101,1,교양,보건정책관리학부,사회와건강,이예지,3(3),수(1-2) 하나과학관 102호,수(1-2),하나과학관,,
2278,전공관련교양,서울,KHPM101,2,교양,보건정책관리학부,사회와건강(영강) 보건정책관리학부 1~4학년 전용강좌,김진호,3(3),화(1) 하나과학관 지하 131호 목(1) 하나과학관 지하 131호,화(1),하나과학관,목(1),하나과학관
2279,전공관련교양,서울,KHPM103,0,교양,보건정책관리학부,공중보건의역사 보건정책관리학부 1~4학년 전용강좌,김승섭,3(3),화(5-6) 생명과학관(동관) 416호,화(5-6),생명과학관동관,,
2280,전공관련교양,서울,LESE151,0,교양,식품자원경제학과,식품자원경제학개론,양승룡,3(3),화(5) 생명과학관(동관)101호 목(5) 생명과학관(동관)101호,화(5),생명과학관동관,목(5),생명과학관동관
2281,전공관련교양,서울,LESE153,0,교양,식품자원경제학과,시장과경제(영강),임송수,3(3),월(2) 생명과학관(동관)101호 수(2) 생명과학관(동관)101호,월(2),생명과학관동관,수(2),생명과학관동관
2282,전공관련교양,서울,LESE155,0,교양,식품자원경제학과,응용경제수학(영강) [타과제한(식품자원경제학과 소속 학생(이중/복수/부전공생 포함)만 수강 가능)],서동희,3(3),월(3-4) 생명과학관(동관)101호 수(3-4) 생명과학관(동관)101호,월(3-4),생명과학관동관,수(3-4),생명과학관동관
2283,문과대학,서울,FRAN349,0,전공선택,불어불문학과,번역의이해,이영훈,3(3),월(2) 서관 223호 수(2) 서관 223호,월(2),서관,수(2),서관
2284,문과대학,서울,FRAN351,0,전공선택,불어불문학과,프랑스시의이해,손주경,3(3),화(2) 서관 224A호 목(2) 서관 224A호,화(2),서관,목(2),서관
2285,문과대학,서울,FRAN353,0,전공선택,불어불문학과,프랑스희곡과시나리오(외국어강의),이순희,3(3),화(3-4) 서관 316B호 목(3-4) 서관 316B호,화(3-4),서관,목(3-4),서관
2286,문과대학,서울,FRAN355,0,전공선택,불어불문학과,프랑스의언어와역사,조준형,3(3),월(1) 법학관구관 B104호 수(1) 법학관구관 B104호,월(1),법학관구관,수(1),법학관구관
2287,문과대학,서울,FRAN357,0,전공선택,불어불문학과,프랑스현대소설(외국어강의),지영래,3(3),화(6) 서관 225호 목(6) 서관 225호,화(6),서관,목(6),서관
2288,문과대학,서울,FRAN359,0,전공선택,불어불문학과,프랑스문화산업 대형강의실 배정으로 인해 수강인원 확인 후 강의실 변동 가능,조주은,3(3),월(6) 법학관구관 B101호 수(6) 법학관구관 B101호,월(6),법학관구관,수(6),법학관구관
2289,문과대학,서울,FRAN427,0,전공선택,불어불문학과,프랑스어교과교육론(외국어강의),Simon Kim,3(3),월(2) 법학관신관 203호 수(2) 법학관신관 203호,월(2),법학관신관,수(2),법학관신관
2290,문과대학,서울,FRAN431,0,전공선택,불어불문학과,번역과글쓰기,조재룡,3(3),월(5) 서관 401호 수(5) 서관 401호,월(5),서관,수(5),서관
2291,선택교양,서울,SPGE197,0,교양,교양교육원,글로벌현장실습Ⅰ 해외인턴십 확정자 대상,김정호,3(0),미정,미정,미정,,
2292,선택교양,서울,SPGE198,0,교양,교양교육원,글로벌현장실습Ⅱ 해외인턴십 확정자 대상,김정호,3(0),미정,미정,미정,,
2293,선택교양,서울,SPGE199,0,교양,교양교육원,글로벌현장실습Ⅲ 해외인턴십 확정자 대상,김정호,6(0),미정,미정,미정,,
2294,선택교양,서울,SPGE208,0,교양,교양교육원,생애설계와자기이해,이보라,1(1),화(5-6) 미디어관 410호,화(5-6),미디어관,,
2295,선택교양,서울,SPGE209,0,교양,교양교육원,한국음악의세계,이수은,3(3),화(1) 교양관 204호 목(1) 교양관 204호,화(1),교양관,목(1),교양관
2296,선택교양,서울,SPGE215,0,교양,교양교육원,인권의이해,김민우,3(3),월(5) 교양관 305호 수(5) 교양관 305호,월(5),교양관,수(5),교양관
2297,선택교양,서울,SPGE217,0,교양,교양교육원,스타트업소셜이노베이션,최병호,3(3),월(1-2) 애기능생활관 302호,월(1-2),애기능생활관,,
2298,선택교양,서울,SPGE218,0,교양,교양교육원,스타트업글로벌시장진출전략,한관수,3(3),금(5-6) 창의관 110호,금(5-6),창의관,,
2299,1학년세미나,서울,GEKS005,FW,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,김헌준,1(1),미정,미정,미정,,
2300,1학년세미나,서울,GEKS005,FX,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,김성은,1(1),미정,미정,미정,,
2301,1학년세미나,서울,GEKS005,FY,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,강우창,1(1),미정,미정,미정,,
2302,1학년세미나,서울,GEKS005,FZ,교양,교양교육원,1학년세미나Ⅰ 정치외교학과,김남규,1(1),미정,미정,미정,,
2303,1학년세미나,서울,GEKS005,G1,교양,교양교육원,1학년세미나Ⅰ 경제학과,한치록,1(1),미정,미정,미정,,
2304,1학년세미나,서울,GEKS005,G2,교양,교양교육원,1학년세미나Ⅰ 경제학과,박철범,1(1),미정,미정,미정,,
2305,1학년세미나,서울,GEKS005,G3,교양,교양교육원,1학년세미나Ⅰ 경제학과,이삼호,1(1),미정,미정,미정,,
2306,1학년세미나,서울,GEKS005,G4,교양,교양교육원,1학년세미나Ⅰ 경제학과,김덕파,1(1),미정,미정,미정,,
2307,문과대학,서울,EMLA215,0,전공선택,EML융합전공,기초포르투갈어,이찬종,3(3),수(1-2) 교육관 305호,수(1-2),운초우선교육관,,
2308,문과대학,서울,EMLA217,0,전공필수,EML융합전공,라틴아메리카의경제,김순성,3(3),화(3-4) 교양관 201호 목(3-4) 교양관 201호,화(3-4),교양관,목(3-4),교양관
2309,문과대학,서울,EMLA311,0,전공필수,EML융합전공,라틴아메리카와국제투자,장석영,3(3),화(5) 교양관 403호 목(5) 교양관 403호,화(5),교양관,목(5),교양관
2310,문과대학,서울,EMLA312,0,전공선택,EML융합전공,라틴아메리카인적자원관리,유다선,3(3),월(5) 현차관 B301호 수(5) 현차관 B301호,월(5),현대자동차경영관,수(5),현대자동차경영관
2311,디자인조형학부,서울,ARDE200,2,전공필수,디자인조형학부,2D기초조형 (융합전공자 수강신청은 수강정정기간부터 가능),구본아,3(4),수(1-3) 미디어관 802B호,수(1-3),미디어관,,
2312,디자인조형학부,서울,ARDE212,1,전공선택,디자인조형학부,디자인표현기법 (융합전공자 수강신청은 수강정정기간부터 가능),권민성,3(3),화(2-4) 미디어관 903호,화(2-4),미디어관,,
2313,디자인조형학부,서울,ARDE212,2,전공선택,디자인조형학부,디자인표현기법 (융합전공자 수강신청은 수강정정기간부터 가능),권민성,3(3),화(5-6) 미디어관 903호,화(5-6),미디어관,,
2314,디자인조형학부,서울,ARDE223,1,전공필수,디자인조형학부,제품디자인스튜디오ㅣ 기초디자인3D 혹은 그와 유사한 강의를 수강자에 한함(타전공생 수강 불가),인치호,3(4),화(1-3) 미디어관 1001호,화(1-3),미디어관,,
2315,디자인조형학부,서울,ARDE223,2,전공필수,디자인조형학부,제품디자인스튜디오ㅣ 기초디자인3D 혹은 그와 유사한 강의를 수강자에 한함(타전공생 수강 불가),인치호,3(4),화(5-7) 미디어관 1001호,화(5-7),미디어관,,
2316,디자인조형학부,서울,ARDE225,0,전공선택,디자인조형학부,디자인과발상 (융합전공자 수강신청은 수강정정기간부터 가능),김현,3(3),월(5-6) 미디어관 903호,월(5-6),미디어관,,
2317,디자인조형학부,서울,ARDE228,0,전공선택,디자인조형학부,재료와프로세스(영강),김보섭,3(3),수(1-3) 미디어관 902호,수(1-3),미디어관,,
2318,디자인조형학부,서울,ARDE229,0,전공선택,디자인조형학부,기초정보디자인,안민지,3(4),목(5-7) 미디어관 901호,목(5-7),미디어관,,
2319,문과대학,서울,COLA200,2,전공선택,문과대학,인문융합세미나 (문과대 1소속자만 수강가능이중/복수/부전공수강불가문과대 홈페이지공지 필수확인),윤인진 강성진김헌준 최호근,3(3),목(5-7) 서관 B110호,목(5-7),서관,,
2320,문과대학,서울,COLA200,3,전공선택,문과대학,인문융합세미나 (문과대 1소속자만 수강가능이중/복수/부전공수강불가문과대 홈페이지공지 필수확인),송상헌 정유진주형준 이재훈,3(3),목(6-8) 서관 223호,목(6-8),서관,,
2321,국제학부,서울,GLKS206,0,전공필수,GKS 융합전공,세계속의한국문화 GKS 융합전공생만 수강,강성우,3(3),화(1) 국제관 214호 목(1) 국제관 214호,화(1),국제관,목(1),국제관
2322,국제학부,서울,GLKS207,0,전공필수,GKS 융합전공,한국경영의이해 GKS 융합전공생만 수강,홍가혜,3(3),화(2) 국제관 214호 목(2) 국제관 214호,화(2),국제관,목(2),국제관
2323,국제학부,서울,GLKS208,0,전공필수,GKS 융합전공,한국사회의이해 GKS 융합전공생만 수강,강성우,3(3),화(6) 국제관 214호 목(6) 국제관 214호,화(6),국제관,목(6),국제관
2324,국제학부,서울,GLKS209,0,전공필수,GKS 융합전공,한국사상의이해 GKS 융합전공생만 수강,김문용,3(3),화(5) 국제관423 목(5) 국제관423,화(5),국제관,목(5),국제관
2325,국제학부,서울,GLKS301,0,전공필수,GKS 융합전공,국제개발협력 GKS 융합전공생만 수강,강규원,3(3),수(1) 국제관 214호 금(1) 국제관 214호,수(1),국제관,금(1),국제관
2326,공과대학,서울,CHBE207,2,전공필수,화공생명공학과,물리화학(영강),이기봉,3(3),화(2) 창의관 B114호 목(2) 창의관 B114호,화(2),창의관,목(2),창의관
2327,공과대학,서울,CHBE211,1,전공필수,화공생명공학과,공학수학I,조진한,3(3),화(5) 과도관 409호 목(5) 과도관 409호,화(5),과학도서관,목(5),과학도서관
2328,공과대학,서울,CHBE211,2,전공필수,화공생명공학과,공학수학I(영강),유승호,3(3),화(5) 창의관 B113호 목(5) 창의관 B113호,화(5),창의관,목(5),창의관
2329,공과대학,서울,CHBE223,0,전공필수,화공생명공학과,유기화학Ⅰ,방준하,3(3),월(2) 창의관 116호 수(2) 창의관 116호,월(2),창의관,수(2),창의관
2330,공과대학,서울,CHBE308,0,전공선택,화공생명공학과,반도체화학공정,김지현,3(3),월(5) 신공학관B101호 수(5) 신공학관B101호,월(5),신공학관,수(5),신공학관
2331,공과대학,서울,CHBE317,0,전공선택,화공생명공학과,지식경영Ⅰ (34학년 수강 가능),이기봉,2(2),목(7-8) 신공학관B102호,목(7-8),신공학관,,
2332,공과대학,서울,CHBE323,1,전공필수,화공생명공학과,열및물질전달(영강),이기봉,3(3),월(6) 창의관 B113호 수(6) 창의관 B113호,월(6),창의관,수(6),창의관
2333,공과대학,서울,CHBE323,2,전공필수,화공생명공학과,열및물질전달(영강),백세웅,3(3),월(6) 과도관 409호 수(6) 과도관 409호,월(6),과학도서관,수(6),과학도서관
2334,국제학부,서울,DISS114,0,전공필수,국제학부,국제통상원론(영강),박인원,3(3),화(2) 국제관 322호 목(2) 국제관 322호,화(2),국제관,목(2),국제관
2335,국제학부,서울,DISS122,0,전공필수,국제학부,국제관계원론(영강),이진원,3(3),월(1) 국제관 322호 수(1) 국제관 322호,월(1),국제관,수(1),국제관
2336,국제학부,서울,DISS140,0,전공필수,국제학부,세계화의이해(영강),서두원,3(3),금(5-6) 국제관423,금(5-6),국제관,,
2337,국제학부,서울,DISS212,0,전공선택,국제학부,국제통상정책의이론과실제(영강),박성훈,3(3),금(5-6) 국제관 215호,금(5-6),국제관,,
2338,국제학부,서울,DISS215,0,전공선택,국제학부,금융시장및금융기관(영강),이동은,3(3),화(2) 국제관 114호 목(2) 국제관 114호,화(2),국제관,목(2),국제관
2339,국제학부,서울,DISS241,0,전공선택,국제학부,현대한국(영강),김은기,3(3),화(1) 국제관 322호 목(1) 국제관 322호,화(1),국제관,목(1),국제관
2340,국제학부,서울,DISS244,0,전공선택,국제학부,유럽지역입문(영강),박성훈 이재승,3(3),화(6) 국제관 332호 목(6) 국제관 332호,화(6),국제관,목(6),국제관
2341,공과대학,서울,TEEN306,0,전공필수,기술창업융합전공,기술창업전략,정경희,3(3),목(5-6) 과도관 410호,목(5-6),과학도서관,,
2342,공과대학,서울,TEEN311,0,전공필수,기술창업융합전공,창업현장실습Ⅰ,주영규,3(0),미정,미정,미정,,
2343,공과대학,서울,TEEN312,0,전공필수,기술창업융합전공,창업현장실습Ⅱ,주영규,6(0),미정,미정,미정,,
2344,공과대학,서울,ARCH209,1,전공필수,건축학과,건축설계Ⅰ(영강),Fabio Dacarro,6(10),월(5-8) 목(5-8),월(5-8),미정,목(5-8),미정
2345,공과대학,서울,ARCH209,2,전공필수,건축학과,건축설계Ⅰ(영강),남정민,6(10),월(5-8) 목(5-8),월(5-8),미정,목(5-8),미정
2346,공과대학,서울,ARCH209,3,전공필수,건축학과,건축설계Ⅰ,맹희재,6(10),월(5-8) 목(5-8),월(5-8),미정,목(5-8),미정
2347,공과대학,서울,ARCH209,4,전공필수,건축학과,건축설계Ⅰ(영강),이은정,6(10),월(5-8) 목(5-8),월(5-8),미정,목(5-8),미정
2348,공과대학,서울,ARCH211,0,전공필수,건축학과,구조의이해,이명도,3(3),금(1-2) 공학관 369호,금(1-2),공학관,,
2349,공과대학,서울,ARCH219,0,전공필수,건축학과,서양건축사(영강),김현섭,3(3),월(2) 하나과학관 지하 108호 화(2) 하나과학관 지하 108호,월(2),하나과학관,화(2),하나과학관
2350,공과대학,서울,ARCH229,1,전공필수,건축학과,기초설계Ⅰ,김자영,3(5),목(5-8) 과도관 513호,목(5-8),과학도서관,,
2351,문과대학,서울,RUSS373,2,전공필수,노어노문학과,고급러시아어I(외국어강의),정영주,3(3),수(6) 교육관 103호 금(6) 교육관 103호,수(6),운초우선교육관,금(6),운초우선교육관
2352,문과대학,서울,RUSS380,0,전공선택,노어노문학과,중앙아시아역사와민속문화,윤성학,3(3),화(7-8) 교양관 302호 목(7-8) 교양관 302호,화(7-8),교양관,목(7-8),교양관
2353,문과대학,서울,RUSS381,0,전공선택,노어노문학과,러시아문화사,최진희,3(3),수(5) 교육관 103호 금(5) 교육관 103호,수(5),운초우선교육관,금(5),운초우선교육관
2354,문과대학,서울,RUSS451,0,전공선택,노어노문학과,도스토예프스키,임혜영,3(3),화(2) 미디어관 103호 목(2) 미디어관 103호,화(2),미디어관,목(2),미디어관
2355,문과대학,서울,RUSS463,0,전공선택,노어노문학과,러시아어교과교육론,정지윤,3(3),목(6-8) 교양관 104호,목(6-8),교양관,,
2356,문과대학,서울,RUSS475,0,전공선택,노어노문학과,시사러시아어연습I(외국어강의),Valentina A Bojko,3(3),수(2) 교육관 310호 금(2) 교육관 310호,수(2),운초우선교육관,금(2),운초우선교육관
2357,문과대학,서울,RUSS483,0,전공선택,노어노문학과,러시아어토르플I(외국어강의),안대섭,3(3),화(1) 교양관 302호 목(1) 교양관 302호,화(1),교양관,목(1),교양관
2358,문과대학,서울,HOEW454,0,전공선택,사학과,일본사특강,이형식,3(3),월(6) 법학관구관 206호 수(6) 법학관구관 206호,월(6),법학관구관,수(6),법학관구관
2359,문과대학,서울,HOEW459,0,전공선택,사학과,동아시아사사료선독,권용철,3(3),월(3-4) 법학관구관 206호 수(3-4) 법학관구관 206호,월(3-4),법학관구관,수(3-4),법학관구관
2360,문과대학,서울,KORE236,0,전공선택,국어국문학과,한국어의미의이해,김숙정,3(3),월(5) 법학관신관 209호 수(5) 법학관신관 209호,월(5),법학관신관,수(5),법학관신관
2361,문과대학,서울,KORE239,0,전공선택,국어국문학과,현대문학작품론 (강의실변경: 교양관201호→서관132호),오형엽,3(3),화(5) 서관 132호 목(5) 서관 132호,화(5),서관,목(5),서관
2362,문과대학,서울,KORE305,0,전공선택,국어국문학과,소설창작연습,강헌국,3(3),월(6) 교양관 406호 수(6) 교양관 406호,월(6),교양관,수(6),교양관
2363,문과대학,서울,KORE317,1,전공선택,국어국문학과,외국어로서의한국어교육,김정숙,3(3),화(1) 서관 215호 목(1) 서관 215호,화(1),서관,목(1),서관
2364,문과대학,서울,KORE317,3,전공선택,국어국문학과,외국어로서의한국어교육 (GKS 융합전공자만 수강),손혜진,3(3),화(1) 서관 132호 목(1) 서관 132호,화(1),서관,목(1),서관
2365,문과대학,서울,KORE323,0,전공선택,국어국문학과,작가와현대세계,권보드래,3(3),월(5) 서관 215호 수(5) 서관 215호,월(5),서관,수(5),서관
2366,문과대학,서울,KORE411,0,전공선택,국어국문학과,향가와고려가요,장정수,3(3),월(6) 교양관 411호 수(6) 교양관 411호,월(6),교양관,수(6),교양관
2367,문과대학,서울,KORE413,0,전공선택,국어국문학과,한문산문강독,정우봉,3(3),화(6) 서관 215호 목(6) 서관 215호,화(6),서관,목(6),서관
2368,전공관련교양,서울,LIBS150,1,교양,생명과학부,생명과학 공과대학생메디컬융합공학생만 수강신청,최상윤,3(3),월(2) 하나과학관 지하 132호 수(2) 하나과학관 지하 132호,월(2),하나과학관,수(2),하나과학관
2369,전공관련교양,서울,LIBS150,2,교양,생명과학부,생명과학 공과대학생메디컬융합공학생만 수강신청,김대연,3(3),월(1) 하나과학관 지하 132호 수(1) 하나과학관 지하 132호,월(1),하나과학관,수(1),하나과학관
2370,전공관련교양,서울,LIBS150,3,교양,생명과학부,생명과학 공과대학생메디컬융합공학생만 수강신청,김익영,3(3),화(2) 하나과학관 101호 목(2) 하나과학관 101호,화(2),하나과학관,목(2),하나과학관
2371,전공관련교양,서울,LIBS150,4,교양,생명과학부,생명과학 공과대학생메디컬융합공학생만 수강신청,임영복,3(3),월(3-4) 하나과학관 109호 수(3-4) 하나과학관 109호,월(3-4),하나과학관,수(3-4),하나과학관
2372,전공관련교양,서울,LIBS150,5,교양,생명과학부,생명과학 공과대학생메디컬융합공학생만 수강신청,옥승한,3(3),화(3-4) 하나과학관 지하 109호 목(3-4) 하나과학관 지하 109호,화(3-4),하나과학관,목(3-4),하나과학관
2373,전공관련교양,서울,LIBS150,6,교양,생명과학부,생명과학 인문계열 학생만 수강 신청가능,윤철원,3(3),화(2) 하나과학관 지하 109호 목(2) 하나과학관 지하 109호,화(2),하나과학관,목(2),하나과학관
